recruit_rank,games_played,ft_pct,free_throw_rate,fg2_pct,fg3m,fg3_pct,ts_pct,rim_shot_ratio,mid_fg_made,mid_shot_ratio,dunks_made,dunk_rate,usage_pct,porpag,personal_foul_rate,ast_tov_ratio,off_box_plus_minus,def_box_plus_minus,off_game_box_plus_minus,def_game_box_plus_minus,assists,steals,offensive_rebounds,defensive_rebounds,drb_pct,ast_pct,tov_pct,stl_pct,height_in_cm
70.6,5.0,0.2,200.0,0.667,0.0,0.0,38.71,1.0,1.0,0.5,0.0,1.0,26.7,-0.20169,10.0,0.0,-12.6592,-5.3914,-8.86686,-0.600153,0.0,0.0,0.4,1.6,39.589,0.0,21.4,0.0,210.8
55.7,31.0,0.841,22.9,0.41,36.0,0.316,49.08,0.5,20.0,0.3704,4.0,1.0,23.4,0.708609,1.9,0.4889088,-0.708025,-3.76555,0.660257,-2.93317,0.7097,0.5484,0.8065,1.0,6.8,9.8,22.0,1.9,190.5
55.7,32.0,0.703,20.2,0.39,51.0,0.359,52.6,0.5,0.0,0.0,0.0,0.0,15.2,0.500864,3.9,0.73916787,-0.735272,-3.18895,-1.44299,-2.07164,0.5152,0.6364,0.3636,1.9394,10.2,4.4,12.6,1.7,190.5
61.2,31.0,0.679,28.8,0.51,16.0,0.186,47.45,0.5714,13.0,0.2889,23.0,0.8519,22.1,1.54651,4.8,0.4444588,0.207759,0.639633,-0.321532,-0.927337,1.0323,0.8387,2.64691,4.6452,20.2,7.9,21.6,1.7,205.7
55.7,30.0,0.479,49.5,0.547,6.0,0.25,52.17,0.6372,21.0,0.3684,19.0,0.95,18.5,0.497415,5.7,0.35212144,-2.12653,-0.515135,-3.47017,-1.6482,0.7353,0.4118,2.64691,3.8235,14.0,5.1,22.3,0.8,200.7
55.7,31.0,0.627,39.7,0.459,0.0,0.0,49.0,0.5568,4.0,0.3158,0.0,1.0,26.7,1.55308,3.8,0.35485,-2.83965,2.06875,-0.0612091,0.547259,0.7097,0.6452,2.2903,4.9655,22.2,7.4,17.7,1.6,205.7
55.7,33.0,0.734,28.3,0.445,14.0,0.318,48.95,0.5333,17.0,0.2698,11.0,1.0,20.3,0.156731,3.9,0.41380292,-2.98653,2.96131,-2.57399,1.96376,0.7273,1.5455,1.4848,2.3939,12.2,7.5,21.5,3.9,193.0
55.7,30.0,0.683,20.6,0.431,38.0,0.349,48.67,0.561,39.0,0.3451,0.0,1.0,19.7,1.78608,2.6,1.6603272,1.42756,-1.63421,1.09941,-1.1144,2.9333,0.9333,1.3667,2.4,8.4,19.2,16.4,1.7,177.8
55.7,21.0,0.771,13.6,0.361,44.0,0.389,48.06,0.4416,18.0,0.2687,0.0,1.0,27.0,1.15886,2.3,1.1224445,-0.416616,-4.01116,0.6567,-3.26241,2.619,1.0952,0.5238,2.0,8.7,23.4,17.7,2.2,182.9
55.7,28.0,0.744,26.9,0.345,16.0,0.276,41.89,0.3947,15.0,0.3061,0.0,1.0,17.4,-0.523512,2.8,0.73685414,-3.60102,-0.643692,-4.28875,-0.00540831,0.9655,0.931,0.5172,1.069,7.3,10.4,21.8,2.9,190.5
22.6,33.0,0.529,19.1,0.269,19.0,0.302,41.21,0.375,4.0,0.2222,0.0,1.0,16.1,-0.00908369,4.7,1.2221816,-0.475121,-0.245345,-2.85322,0.680774,0.6667,0.3636,0.2727,0.7576,8.0,12.1,18.7,2.0,193.0
55.7,26.0,0.5,24.6,0.466,18.0,0.316,47.52,0.5319,9.0,0.3462,2.0,1.0,14.8,-0.667181,4.3,0.27585885,-3.47582,-2.048,-3.64004,-2.80272,0.2963,0.6667,1.5926,2.8148,14.8,2.9,19.4,1.8,195.6
55.7,35.0,0.66,42.4,0.472,1.0,0.5,51.27,0.5568,4.0,0.3158,0.0,1.0,20.3,0.735025,6.4,0.6666666,-1.38676,1.43989,-1.96352,1.39567,0.5714,0.5429,0.9714,1.6,14.7,10.0,19.6,2.5,203.2
55.7,35.0,0.711,18.5,0.526,3.0,0.231,53.52,0.7419,52.0,0.3796,9.0,0.9,19.0,1.74529,2.5,1.86676,0.497679,0.602989,1.50317,0.789313,1.6,0.4571,1.2286,3.2571,16.2,14.1,12.4,1.3,200.7
55.7,24.0,0.5,10.0,0.5,0.0,0.0,50.12,0.75,1.0,0.125,1.0,0.5,9.9,-0.446399,9.5,0.100072,-6.37777,-3.29022,-8.40987,-2.20423,0.0417,0.0417,0.5,0.7083,13.5,1.2,35.0,0.3,198.1
86.0,35.0,0.7,32.8,0.572,38.0,0.392,59.86,0.8182,38.0,0.3486,2.0,1.0,21.9,3.4790213,4.8,1.2075547,5.20599,0.444004,3.99989,1.00749,1.8286,0.6571,1.3429,3.2286,14.2,14.6,15.7,1.5,200.7
55.7,32.0,0.625,11.6,0.404,4.0,0.235,40.52,0.3529,15.0,0.4286,0.0,1.0,17.8,-0.442314,3.3,1.04992,-6.43197,-1.34686,-5.79409,-0.919165,0.6562,0.25,0.1562,0.4375,5.6,15.1,24.3,1.7,182.9
23.4,28.0,0.665,69.0,0.395,1.0,0.1,46.36,0.46,56.0,0.3567,1.0,0.3333,30.5,0.103864,4.5,0.6936912,-5.41766,-0.113776,-4.42434,-1.34627,2.75,1.3929,1.1071,2.5,10.0,20.3,25.6,2.8,193.0
55.7,26.0,0.571,72.4,0.69,0.0,0.0,66.71,0.7647,7.0,0.5833,7.0,1.0,12.3,0.760657,4.8,1.3333334,2.69602,4.22245,2.03178,3.79886,0.7692,0.1538,0.9231,1.9615,19.9,11.7,27.2,0.9,198.1
55.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,0.0,0.0,0.0,1.0,25.1,0.0738512,0.0,0.71435875,7.03439,7.866778,9.74104,7.346461,0.5,0.5,0.5,0.5,37.1,39.978,0.0,8.5,203.2
55.7,5.0,0.75,133.3,0.667,0.0,0.0,71.43,1.0,1.0,0.5,0.0,1.0,34.8,0.322773,0.0,0.71435875,7.53232,-11.984825,11.923771,5.14646,0.0,0.0,0.0,0.2,21.7,0.0,0.0,0.0,195.6
1.6,22.0,0.826,34.8,0.541,35.0,0.461,63.7,0.6667,40.0,0.4819,2.0,0.6667,26.8,2.37163,6.9,0.21954466,0.959501,-0.853894,3.10477,-0.327712,0.3462,0.4615,1.5769,3.8846,20.6,3.7,14.9,1.1,205.7
55.7,27.0,0.8,13.8,0.429,50.0,0.403,59.55,0.6667,5.0,0.3333,0.0,1.0,13.1,1.54467,3.2,1.9564998,2.22786,-1.15113,1.13601,-0.632079,1.5517,0.6207,0.5862,1.7586,8.3,12.3,13.7,1.4,182.9
99.2,35.0,0.733,42.4,0.635,12.0,0.343,64.98,0.8079,56.0,0.4225,30.0,0.9775,26.2,3.4790213,2.8,0.8261134,5.46564,3.43335,8.02725,1.87637,1.6286,0.5714,2.64691,4.9655,28.2,10.2,13.1,1.0,213.4
55.7,27.0,0.455,26.8,0.5,0.0,0.0,42.18,0.5185,3.0,0.4286,0.0,1.0,12.6,-0.412957,6.1,0.499925,-2.95089,0.577046,-4.32001,0.281932,0.3333,0.4074,1.037,1.5185,16.1,5.9,28.8,2.2,203.2
62.2,22.0,0.435,56.1,0.561,0.0,0.0,53.92,0.7407,3.0,0.2143,1.0,1.0,21.2,0.68004,3.6,0.6666666,1.85316,-0.996135,1.40306,-0.993327,0.1818,0.0909,0.9091,1.4545,24.6,6.0,11.7,0.8,203.2
56.0,33.0,0.654,12.4,0.359,20.0,0.247,38.17,0.35,39.0,0.3611,0.0,1.0,18.7,-0.0806016,3.2,1.3599524,-2.53741,-3.24706,-3.22717,-2.83731,1.0303,0.2424,0.5455,2.0606,11.7,10.9,12.4,0.7,198.1
61.0,27.0,0.725,41.4,0.564,16.0,0.356,59.25,0.6561,20.0,0.3279,10.0,1.0,25.8,2.34561,3.0,0.7532389,0.0342397,0.889427,0.899733,0.595489,2.0,1.2414,1.1034,2.8966,12.4,14.3,21.8,2.5,190.5
55.7,31.0,0.474,24.7,0.457,12.0,0.286,44.75,0.6667,6.0,0.3,0.0,1.0,17.9,-0.0646508,4.4,0.90911657,-2.55124,-2.57991,-3.7381,-2.15915,0.6452,0.1935,0.3548,0.4839,6.0,13.5,24.7,1.2,195.6
55.7,28.0,0.833,22.2,0.417,1.0,0.333,46.9,0.5,5.0,0.3571,0.0,1.0,14.1,-0.11526,5.7,0.37477347,-4.81325,-2.56031,-5.09575,-1.56324,0.1034,0.069,0.3793,0.4828,11.5,4.0,23.5,0.8,198.1
72.8,31.0,0.664,48.5,0.502,4.0,0.2,52.5,0.5338,28.0,0.4308,7.0,1.0,23.8,1.29687,3.2,0.49998152,-1.53765,3.5542,0.239598,0.735307,1.3548,0.8387,2.4516,4.2581,19.2,11.4,25.8,1.9,203.2
55.7,28.0,0.778,23.3,0.355,10.0,0.25,40.75,0.2333,20.0,0.4348,0.0,1.0,12.9,-1.3265412,2.5,1.2040571,-4.75348,-3.0526,-5.72366,-1.80354,2.1071,1.1429,0.3571,0.6429,3.2,18.7,31.8,2.7,175.3
97.8,35.0,0.721,54.7,0.514,13.0,0.295,55.35,0.5568,4.0,0.3158,0.0,1.0,19.8,2.3599,2.5,1.5692747,3.25708,3.07344,1.88438,3.56447,2.9143,1.0571,0.8571,2.6286,10.3,21.0,21.7,2.5,185.4
55.7,31.0,0.712,21.8,0.408,2.0,0.143,43.28,0.5287,56.0,0.3632,3.0,0.5,23.2,0.000890447,2.2,0.4615476,-4.86199,-2.60768,-3.48537,-2.61271,1.1613,0.2258,1.5161,3.3871,12.3,9.5,21.2,0.4,195.6
55.7,2.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.3158,0.0,1.0,10.5,0.516618,10.0,0.71435875,6.04317,7.866778,-8.31037,7.346461,0.0,0.5,0.5,0.0,0.0,0.0,0.0,8.5,203.2
55.7,23.0,0.833,16.2,0.471,9.0,0.45,60.23,0.5,5.0,0.4545,0.0,1.0,9.8,0.233065,4.7,1.1666667,-1.63666,1.47549,-2.38137,1.3327,0.28,0.2,0.2,0.96,8.0,4.4,15.7,1.3,203.2
72.8,12.0,0.652,29.9,0.396,7.0,0.292,44.36,0.5429,2.0,0.1111,4.0,0.8,20.2,-0.0414093,3.0,0.8214545,-3.63892,-0.558456,-3.36559,-0.292847,1.9167,0.9167,0.6667,2.0,9.4,15.6,28.5,2.3,185.4
55.7,9.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.5,-0.650935,8.0,0.0,-16.3586,-8.72648,-15.1772,-9.39866,0.0,0.0,0.3333,0.1111,4.9,0.0,11.9,0.0,205.7
55.7,30.0,0.648,39.1,0.473,16.0,0.286,49.66,0.6095,16.0,0.25,13.0,0.9286,20.8,0.846903,4.5,0.80519736,-0.0317985,3.75481,-1.45406,4.17921,2.0667,1.62466,1.1333,2.2333,9.5,15.8,26.6,5.0,195.6
55.7,10.0,0.0,0.0,0.3,2.0,0.222,31.58,0.2,2.0,0.4,0.0,1.0,25.2,-0.324979,4.0,0.39989597,-10.387,-6.78876,-7.70567,-5.85239,0.1538,0.0,0.1538,0.5385,14.8,4.5,16.4,0.0,185.4
55.7,23.0,0.5,6.1,0.214,7.0,0.368,41.24,0.5,2.0,0.1667,0.0,1.0,16.2,-0.0963546,5.7,0.20009199,-3.68694,-5.30284,-5.18653,-4.56549,0.0435,0.0435,0.1304,0.2609,6.3,2.0,17.1,0.6,188.0
55.7,23.0,0.909,22.4,0.268,1.0,0.125,32.27,0.2857,9.0,0.2647,0.0,1.0,17.0,-0.604455,3.8,1.599931,-6.4892,-1.91346,-7.38234,-0.729472,1.3913,0.4348,0.0,0.6522,7.8,26.4,30.9,2.7,188.0
55.7,17.0,0.8,51.3,0.379,3.0,0.3,48.45,0.4231,0.0,0.0,0.0,1.0,16.0,-0.0814453,4.5,1.7895491,-3.71788,-2.32564,-4.40004,-1.05434,2.0,0.5882,0.1176,1.2353,10.1,25.2,28.5,2.4,185.4
55.7,24.0,0.613,48.4,0.481,19.0,0.388,54.3,0.5192,11.0,0.4074,1.0,0.5,18.9,0.295936,5.7,0.39027104,-2.91441,-1.41768,-2.58078,-1.8889,0.6667,0.8333,0.9583,2.6667,15.7,6.8,23.4,2.2,198.1
97.0,32.0,0.738,20.4,0.487,56.0,0.346,52.74,0.59,17.0,0.3036,12.0,0.9231,21.1,2.51128,2.3,1.6486766,3.28302,1.1403,2.92349,1.57556,1.9062,0.9375,0.4062,2.1875,9.2,13.0,11.6,2.0,195.6
55.7,18.0,0.766,106.8,0.415,0.0,0.0,52.77,0.5,6.0,0.3158,0.0,1.0,14.2,-0.849053,4.1,0.96777374,-4.96223,-3.46477,-6.79884,-2.66936,1.6667,0.6111,0.3889,2.1667,11.4,18.4,33.6,1.7,188.0
89.0,17.0,1.0,21.1,0.25,4.0,0.364,47.85,0.5,1.0,0.1667,0.0,1.0,15.8,0.329339,3.2,1.4997874,2.86552,-0.621523,0.541637,-0.590976,0.3529,0.0588,0.4118,0.2941,6.7,13.0,18.9,0.8,198.1
55.7,28.0,0.7,29.4,0.514,13.0,0.464,58.49,0.6579,13.0,0.3611,1.0,1.0,13.5,0.21589,4.7,0.49995625,-2.04986,-0.481703,-2.553,-1.05388,0.5714,0.3571,0.7857,2.8929,17.1,5.8,24.7,1.0,200.7
91.4,29.0,0.755,43.1,0.5,43.0,0.321,54.16,0.5625,29.0,0.4531,1.0,0.5,19.9,2.51384,1.9,0.68519413,2.26751,0.762404,2.27194,0.183516,1.2759,1.0,1.3103,2.6207,9.1,8.3,18.0,1.9,195.6
55.7,29.0,0.882,41.1,0.477,6.0,0.353,55.66,0.6029,10.0,0.2564,0.0,1.0,19.5,0.962087,4.1,0.677362,-2.03638,-1.93982,-1.72051,-1.60862,0.7241,0.5172,0.5172,1.2414,9.7,9.6,20.6,1.9,195.6
32.0,19.0,0.467,96.8,0.613,0.0,0.0,57.46,0.6471,8.0,0.5714,4.0,0.5714,18.5,0.408425,7.5,0.33343887,-2.18399,0.697071,-2.28209,0.719175,0.1053,0.2105,0.6316,0.9474,14.5,2.8,13.2,1.6,203.2
54.4,30.0,0.736,53.1,0.431,16.0,0.254,48.79,0.4342,29.0,0.4265,0.0,1.0,23.6,1.1286,3.2,1.3220365,-1.08645,-1.03084,-1.39224,-0.295664,2.5161,1.0,0.4194,1.2581,6.2,21.7,20.8,2.6,185.4
55.7,9.0,0.75,80.0,1.0,0.0,0.0,36.23,1.0,0.0,0.3158,0.0,1.0,18.9,-0.215929,0.0,0.25,-8.32254,-6.28536,-6.64507,-3.60021,0.0909,0.1818,0.0909,0.4545,20.8,0.0,26.2,2.5,193.0
6.8,23.0,0.5,4.4,0.56,2.0,0.1,38.08,0.8,6.0,0.4,0.0,1.0,21.1,-0.121513,5.7,0.25014377,-4.84976,-1.35624,-6.35981,-1.47368,0.087,0.1739,0.1739,0.4348,10.8,3.6,19.4,2.1,205.7
55.7,29.0,0.629,57.9,0.589,0.0,0.0,60.46,0.6721,22.0,0.4783,0.0,1.0,19.6,0.693135,6.4,0.30554214,-2.68159,0.13067,-3.22929,-1.06644,0.3793,0.2759,1.6552,2.3103,17.1,5.7,23.1,1.0,203.2
98.6,37.0,0.889,50.0,0.44,47.0,0.379,57.49,0.5862,37.0,0.3274,0.0,1.0,19.9,3.4790213,1.4,2.855288,6.36463,2.22302,5.61301,2.78366,4.18717,1.5128,0.4872,3.0256,9.9,27.5,17.4,2.7,185.4
55.7,22.0,0.636,110.0,0.6,0.0,0.0,62.4,0.4286,2.0,1.0,1.0,1.0,7.7,-0.252645,7.8,0.37513754,-3.20292,5.89014,-4.94758,2.79489,0.1364,0.1364,0.4091,1.0909,16.7,3.3,34.8,1.0,203.2
42.2,29.0,0.718,37.4,0.514,25.0,0.305,53.72,0.6372,29.0,0.3372,3.0,1.0,30.1,1.98734,5.2,0.39063847,-1.25982,0.195068,0.76897,-0.0894114,0.8621,0.4483,1.5172,3.5172,18.7,9.8,19.2,1.2,208.3
78.6,28.0,0.736,29.4,0.429,28.0,0.292,47.52,0.5581,12.0,0.2927,0.0,1.0,24.2,1.1743,2.6,0.7500875,0.470351,-0.673609,1.08678,0.178462,0.6429,0.5,0.4643,1.5357,10.2,8.4,13.0,1.8,188.0
55.7,8.0,0.667,18.8,0.714,3.0,0.333,60.26,0.6667,1.0,1.0,0.0,1.0,13.0,0.280158,2.3,0.5,-1.91957,-3.92956,-1.51247,-2.29372,0.125,0.0,0.25,0.375,5.4,3.2,13.1,0.0,193.0
55.7,33.0,0.676,56.9,0.566,23.0,0.451,61.04,0.6276,56.0,0.4961,30.0,0.9394,23.7,3.4790213,3.4,0.6128912,3.73973,1.4404,4.79225,1.26309,1.1515,0.9394,2.0909,4.9655,18.2,8.0,15.2,1.8,203.2
55.7,22.0,0.706,41.0,0.407,0.0,0.0,45.39,0.5313,16.0,0.3265,2.0,1.0,16.7,-0.283085,3.0,1.399956,-4.61527,-2.9524,-4.31456,-2.00704,1.2727,0.4091,0.4091,1.0,6.9,14.8,18.3,1.4,190.5
55.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,0.0,0.0,0.0,1.0,12.2,-0.352236,0.0,0.71435875,-9.61963,-1.22684,-12.9066,0.203026,0.0,0.0909,0.0,0.1818,17.4,0.0,0.0,4.7,185.4
55.7,7.0,0.0,0.0,0.0,1.0,0.5,75.0,0.5568,0.0,0.3158,0.0,1.0,13.4,-0.215687,2.5,0.0,-7.66102,-3.1553,-6.80264,-4.49707,0.0,0.0,0.0,0.1429,7.6,0.0,59.8,0.0,190.5
55.7,30.0,0.727,39.3,0.341,12.0,0.279,44.14,0.3333,4.0,0.3636,0.0,1.0,14.4,-0.686818,3.5,0.9062,-3.90894,-0.431412,-4.53195,-0.36262,0.9062,0.2812,0.1875,1.5312,11.7,8.1,23.3,1.0,193.0
55.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-0.214015,0.0,0.71435875,-1.5176,0.333296,-3.5904,-1.92933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.6
47.2,34.0,0.69,18.5,0.368,34.0,0.34,48.02,0.625,11.0,0.2683,0.0,1.0,17.1,0.739336,3.1,1.2963103,0.708796,-0.316103,0.818443,-0.385923,1.0294,0.4118,0.7059,1.9412,13.7,11.0,16.2,1.4,203.2
55.7,10.0,0.333,21.4,0.556,0.0,0.0,51.86,0.5568,4.0,0.3158,0.0,1.0,18.8,-0.362066,11.0,0.0,-8.43774,-4.14411,-8.59802,-1.08376,0.0,0.4,1.0,1.2,13.3,0.0,32.4,2.0,195.6
55.7,10.0,0.629,48.6,0.633,8.0,0.348,60.93,0.7879,5.0,0.3125,0.0,0.0,21.1,2.87904,2.9,1.0,4.10206,1.26635,5.0432,2.59892,0.9,1.1,1.2,2.2,11.2,12.5,11.4,3.0,188.0
17.8,32.0,0.636,43.7,0.427,10.0,0.244,45.52,0.6098,22.0,0.3188,3.0,1.0,14.2,-0.619397,2.8,1.3174523,-1.38783,-0.399713,-3.42711,-0.233244,2.5938,1.0625,0.4688,1.375,4.7,17.2,27.6,2.1,190.5
1.8,22.0,0.706,85.0,0.35,0.0,0.0,46.3,0.4,3.0,0.3,2.0,1.0,10.8,0.0745761,4.9,0.599816,-2.92181,1.19883,-3.18708,1.18348,0.1304,0.0,0.3913,0.5652,9.8,3.9,14.3,0.0,213.4
78.2,31.0,0.839,21.2,0.468,20.0,0.29,49.15,0.625,16.0,0.3556,3.0,1.0,19.4,0.681366,3.6,0.45713022,-0.335619,1.50128,-0.390674,1.36055,0.5161,0.6452,0.9032,1.4516,9.7,6.4,21.6,2.4,198.1
55.7,24.0,1.0,6.0,0.4,5.0,0.119,28.3,0.6667,4.0,0.25,0.0,1.0,17.1,-1.25382,2.6,0.9655173,-7.58976,-3.33799,-8.50533,-3.14012,1.12,0.24,0.2,0.76,7.3,21.7,27.9,1.2,182.9
55.7,29.0,0.731,29.5,0.37,58.0,0.343,48.72,0.5568,4.0,0.3158,0.0,1.0,24.2,1.25467,3.0,0.95001084,-0.185439,-2.90088,-0.0454473,-1.78822,2.6207,1.4138,0.6207,1.4828,6.0,19.8,22.1,2.8,180.3
68.8,25.0,0.484,70.5,0.605,0.0,0.0,57.05,0.5758,7.0,0.7,9.0,0.8182,15.9,0.28305,8.5,0.07692308,-3.05555,-2.99753,-4.16142,-0.685204,0.04,0.04,0.48,1.64,21.3,0.9,20.8,0.3,208.3
55.7,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.5568,1.0,1.0,0.0,1.0,14.1,0.48218,16.0,0.71435875,7.07079,-3.67226,0.116025,3.57626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.3
55.7,17.0,0.625,80.0,0.0,1.0,0.111,28.99,0.0,0.0,0.3158,0.0,1.0,8.7,-0.622305,3.7,1.0,-3.82691,0.0321244,-5.04398,-0.140859,0.1765,0.0588,0.1765,0.9412,17.8,4.7,20.0,0.6,195.6
85.4,18.0,0.639,29.0,0.409,20.0,0.345,48.55,0.5667,10.0,0.2778,6.0,0.6667,24.5,1.10049,3.8,0.9333414,0.717694,2.40953,-0.187873,2.3969,1.5556,1.1111,0.6667,1.9444,11.4,16.2,20.5,3.4,195.6
55.7,12.0,0.727,37.9,0.455,6.0,0.333,52.59,0.5,2.0,0.4,0.0,1.0,24.1,0.0166678,4.0,0.14288165,-3.15296,-0.215121,-2.28966,-0.200231,0.1667,0.75,0.5,0.25,3.2,4.1,33.7,5.3,193.0
55.7,36.0,0.545,50.0,0.404,9.0,0.29,44.54,0.5568,4.0,0.3158,0.0,1.0,14.8,-0.203125,5.1,0.8571612,-1.70534,0.686741,-3.42913,1.0811,0.6667,0.5,0.4722,1.1667,10.7,9.8,23.5,2.3,198.1
55.7,31.0,0.444,11.5,0.395,12.0,0.3,42.54,0.5,7.0,0.3182,0.0,1.0,14.0,-0.0824898,3.3,0.937609,-1.89665,0.00724393,-1.56928,-0.0567647,0.4839,0.0645,0.5484,1.6452,16.7,8.7,19.5,0.3,205.7
55.7,15.0,0.0,9.1,0.188,2.0,0.333,26.14,0.2727,0.0,0.0,0.0,1.0,15.1,-1.05306,3.1,1.4118063,-7.30607,-3.72133,-6.28796,-2.97123,1.6,0.2667,0.0667,0.4,4.5,27.3,42.2,1.5,177.8
45.4,29.0,0.536,53.8,0.4,13.0,0.351,50.54,0.75,0.0,0.0,0.0,1.0,12.8,-0.0522401,3.9,0.49991944,0.0141759,0.302905,-1.48449,0.469318,0.3103,0.2069,0.5172,0.7241,6.6,4.6,24.2,1.0,198.1
55.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,0.0,0.0,0.0,1.0,8.9,-0.765109,8.0,0.71435875,-12.3712,-7.15306,-7.92937,-3.58697,0.0,0.0,0.6667,1.0,25.9,0.0,0.0,0.0,205.7
55.7,23.0,0.333,23.1,0.333,2.0,0.286,38.13,0.3333,1.0,0.3333,0.0,1.0,11.1,-0.0671724,5.4,3.000244,-2.06452,0.702002,-5.52961,1.38235,0.2174,0.1304,0.0435,0.3043,10.3,11.4,7.1,2.4,190.5
32.4,22.0,0.827,28.1,0.396,32.0,0.283,46.26,0.4655,34.0,0.3542,0.0,1.0,29.2,0.733616,2.9,0.8,-3.27559,-4.32922,-2.20292,-3.30353,2.0,0.9167,0.5833,2.7083,10.9,11.5,18.7,1.9,193.0
55.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-1.15208,16.0,0.71435875,-1.09473,5.69176,-13.5992,7.346461,0.0,0.5,0.0,0.5,16.0,0.0,0.0,8.5,188.0
9.4,21.0,0.71,47.0,0.326,2.0,0.087,34.69,0.44,3.0,0.1667,1.0,1.0,25.3,-0.623767,5.0,0.8437459,-8.96796,-1.82039,-8.90325,-2.03368,1.2857,0.4762,0.1429,0.9048,8.9,22.0,31.2,2.5,193.0
55.7,20.0,0.864,31.4,0.444,19.0,0.311,52.21,0.6,1.0,0.2,0.0,1.0,18.8,0.574064,3.5,0.77786666,0.665689,-5.15575,0.300299,-3.5737,0.2917,0.2083,0.125,0.375,4.9,5.6,12.1,1.1,182.9
55.7,8.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,1.0,9.8,0.352355,0.0,1.0,1.11405,6.50293,5.80144,3.47236,0.1111,0.0,0.2222,0.6667,35.2,10.3,31.1,0.0,200.7
55.7,30.0,0.632,31.4,0.415,16.0,0.271,44.59,0.5843,24.0,0.2553,4.0,1.0,19.2,-0.862329,2.5,0.8161034,-3.7449,-1.35256,-4.34291,-2.10818,2.3667,1.0667,0.9333,2.2667,7.6,14.7,26.0,1.8,193.0
35.6,28.0,0.3,55.6,0.519,0.0,0.0,47.62,0.5568,4.0,0.3158,0.0,1.0,15.2,-0.768834,5.3,0.32435295,-4.02668,0.439325,-5.21623,0.170916,0.4286,0.5357,0.8214,1.3214,11.0,6.1,38.1,2.4,198.1
55.7,33.0,0.795,33.9,0.403,16.0,0.333,49.8,0.5526,6.0,0.2,2.0,1.0,18.1,0.100889,3.5,1.0967638,-2.86009,-2.20415,-3.64975,-0.698203,1.0303,0.5758,0.1212,1.0909,8.9,14.8,22.1,2.5,177.8
57.8,33.0,0.82,39.9,0.447,40.0,0.377,58.25,0.3846,16.0,0.4706,0.0,1.0,14.5,2.02238,3.4,1.5946308,3.7254,1.01507,1.52925,2.25234,1.7879,0.7879,0.4545,1.0909,6.0,15.4,20.6,2.1,188.0
55.7,6.0,0.5,200.0,0.0,0.0,0.0,25.64,0.5568,4.0,0.3158,0.0,1.0,25.3,-0.16389,0.0,0.0,-14.2669,2.8658,-10.1748,1.50009,0.0,0.1667,0.0,0.0,0.0,0.0,38.7,8.5,177.8
55.7,22.0,0.0,9.5,0.333,8.0,0.444,59.23,0.5,0.0,0.0,0.0,1.0,7.7,0.236819,7.0,1.999267,0.247577,-2.41237,-3.40961,-1.50101,0.2727,0.1364,0.0455,0.3636,6.7,6.5,14.3,1.1,195.6
55.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,8.5,-0.392418,2.9,1.499925,-11.0593,-1.23434,-5.68453,3.93604,1.0,0.3333,0.0,0.3333,7.5,33.9,75.989,4.3,193.0
55.7,15.0,0.333,37.5,0.143,0.0,0.0,15.92,0.5568,4.0,0.3158,0.0,1.0,17.9,-0.405508,4.0,0.74990624,-10.8385,-2.09074,-11.0467,-5.06921,0.2,0.0,0.0667,0.1333,6.2,13.0,35.1,0.0,190.5
31.0,29.0,0.861,33.3,0.497,29.0,0.264,52.14,0.6154,40.0,0.3883,0.0,1.0,25.0,1.9572,3.3,1.5000321,0.64872,-1.71145,-0.378399,-0.763929,2.3438,1.0,0.2188,3.0625,12.3,18.7,13.2,2.1,188.0
55.7,15.0,0.615,100.0,0.143,2.0,0.333,41.72,0.5568,4.0,0.3158,0.0,1.0,16.1,-0.791354,5.0,0.68744725,-8.57201,-2.13112,-8.30309,-2.74483,0.7333,0.2,0.1333,0.2667,3.7,17.6,45.4,1.4,182.9
55.7,7.0,0.25,54.5,0.429,0.0,0.0,37.91,0.4737,0.0,0.0,5.0,1.0,19.2,-1.07616,7.1,0.0,-10.494,-2.76622,-9.01535,-1.8137,0.0,0.0,1.1429,2.5714,20.8,0.0,27.8,0.0,210.8
55.7,29.0,0.5,69.2,0.49,0.0,0.0,47.76,0.5568,4.0,0.3158,0.0,1.0,23.0,0.169841,4.2,1.1538032,-2.71366,-3.6717,-3.00017,-2.62609,1.0345,0.2069,0.4138,0.4828,7.0,22.9,29.0,1.6,182.9
